,brand,seg,model,YM,title,sold
4053,500,PC2,2838,201312,Civic,7
4054,349,PC2,2380,201312,B-Class,6
4055,422,PC2,2517,201312,DS4,3
4056,500,PC2,2269,201312,INSIGHT,1
4057,303,PC3,2103,201312,쏘나타(YF),5776
4058,307,PC3,3093,201312,더 뉴 K5,5539
4059,321,PC3,2648,201312,SM5,3227
4060,312,PC3,2180,201312,말리부,1526
4061,303,PC3,2157,201312,쏘나타 하이브리드,576
4062,486,PC3,2591,201312,ES,491
4063,362,PC3,2348,201312,3 Series,458
4064,376,PC3,2334,201312,Passat,334
4065,307,PC3,2160,201312,K5 하이브리드,314
4066,491,PC3,2240,201312,Camry,266
4067,371,PC3,2411,201312,A5,186
4068,376,PC3,2331,201312,CC,181
4069,349,PC3,2383,201312,C-Class,151
4070,394,PC3,2568,201312,XF,123
4071,509,PC3,2274,201312,G,119
4072,500,PC3,2778,201312,Crosstour,88
4073,413,PC3,2528,201312,508,76
4074,362,PC3,3121,201312,4 Series,43
4075,459,PC3,2542,201312,S60,42
4076,486,PC3,2226,201312,GS,23
4077,303,PC3,2172,201312,i40,20
4078,569,PC3,2477,201312,FUSION,17
4079,546,PC3,2499,201312,CTS,4
4080,422,PC3,3058,201312,DS5,3
4081,349,PC3,2837,201312,CL-Class,1
4082,459,PC3,2551,201312,V60,1
4083,303,PC4,2129,201312,그랜저HG,7649
4084,307,PC4,2682,201312,K7,2390
4085,349,PC4,3096,201312,E-class,1029
4086,362,PC4,2351,201312,5 Series,1022
4087,371,PC4,2414,201312,A6,836
4088,321,PC4,2169,201312,SM7,483
4089,316,PC4,2123,201312,알페온,416
4090,500,PC4,2777,201312,Accord,186
4091,371,PC4,2417,201312,A7,186
4092,514,PC4,2645,201312,Altima,163
4093,362,PC4,2366,201312,Gran Turismo,145
4094,573,PC4,3085,201312,MKZ,73
4095,349,PC4,2394,201312,CLS-Class,60
4096,303,PC4,3138,201312,그랜저HG HEV,45
4097,362,PC4,2354,201312,6 Series,34
4098,303,PC5,3119,201312,제네시스(DH),1108
4099,303,PC5,2075,201312,에쿠스,759
4100,349,PC5,3128,201312,S-class,491
4101,307,PC5,2192,201312,K9,222
4102,326,PC5,2166,201312,체어맨 W,207
4103,362,PC5,2357,201312,7 Series,155
4104,326,PC5,2041,201312,체어맨 H  뉴 클래식,152
4105,371,PC5,2420,201312,A8,111
4106,569,PC5,2482,201312,Taurus,90
4107,459,PC5,2545,201312,S80,83
4108,583,PC5,2460,201312,300C,82
4109,394,PC5,2562,201312,XJ,73
4110,573,PC5,2491,201312,MKS,51
4111,486,PC5,2713,201312,LS,41
4112,390,PC5,3111,201312,Flying Spur,20
4113,376,PC5,2343,201312,Phaeton,14
4114,491,PC5,3109,201312,Avalon,8
4115,390,PC5,2705,201312,New Continental,4
4116,385,PC5,2702,201312,Ghost,4
4117,509,PC5,2283,201312,M,2
4118,385,PC5,3118,201312,Wraith,1
4119,307,RB~,2183,201312,레이 (2017),1928
4120,307,RB~,3116,201312,쏘울,708
4121,307,RB~,3144,201312,레이 EV,125
4122,514,RB~,2297,201312,CUBE,40
4123,307,RU2,3103,201312,더 뉴 스포티지 R,5800
4124,303,RU2,3084,201312,뉴 투싼 ix,3308
4125,326,RU2,3105,201312,뉴 코란도 C,1969
4126,321,RU2,3080,201312,QM3,1084
4127,312,RU2,3054,201312,트랙스,947
4128,376,RU2,2337,201312,Tiguan,245
4129,367,RU2,2445,201312,Countryman,133
4130,587,RU2,2468,201312,Wrangler,105
4131,399,RU2,2579,201312,Range Rover Evoque,91
4132,514,RU2,3115,201312,JUKE,83
4133,587,RU2,2471,201312,Compass,78
4134,371,RU2,2423,201312,Q3,58
4135,367,RU2,3088,201312,Paceman,41
4136,362,RU2,2368,201312,X1,31
4137,569,RU2,2485,201312,Escape,31
4138,399,RU2,2574,201312,Freelander2,29
4139,303,RU3,2197,201312,싼타페,5443
4140,307,RU3,2217,201312,뉴 쏘렌토 R,2877
4141,312,RU3,2155,201312,캡티바,937
4142,321,RU3,2163,201312,QM5,747
4143,362,RU3,2371,201312,X3,110
4144,399,RU3,2576,201312,Discovery,98
4145,349,RU3,2397,201312,GLK-Class,92
4146,491,RU3,3086,201312,RAV4,86
4147,371,RU3,2425,201312,Q5,84
4148,500,RU3,2263,201312,CR-V,71
4149,459,RU3,2554,201312,XC60,48
4150,399,RU3,3122,201312,Ranger Rover Sport,43
4151,486,RU3,2234,201312,RX,38
4152,381,RU3,2639,201312,Cayenne,35
4153,459,RU3,2556,201312,XC70,33
4154,491,RU3,2679,201312,Venza,30
4155,427,RU3,3050,201312,Freemont,13
4156,349,RU3,2775,201312,G-class,10
4157,546,RU3,2508,201312,SRX,5
4158,514,RU3,2303,201312,MURANO,3
4159,509,RU3,2289,201312,FX,1
4160,514,RU3,2306,201312,ROGUE,1
4161,307,RU5,2032,201312,모하비,840
4162,326,RU5,2214,201312,렉스턴 W,824
4163,303,RU5,3076,201312,맥스크루즈,723
4164,303,RU5,2001,201312,베라크루즈,278
4165,569,RU5,2488,201312,Explorer,197
4166,587,RU5,2465,201312,Grand Cherokee,133
4167,362,RU5,3127,201312,X5,81
4168,399,RU5,3075,201312,Range Rover,71
4169,349,RU5,2391,201312,M-Class,64
4170,573,RU5,2497,201312,MKX,58
4171,371,RU5,2428,201312,Q7,51
4172,362,RU5,2377,201312,X6,37
4173,376,RU5,2340,201312,Touareg,17
4174,509,RU5,2291,201312,QX,7
4175,509,RU5,2294,201312,JX,4
4176,459,RU5,2559,201312,XC90,4
4177,500,RU5,2685,201312,Pilot,3
4178,312,RM~,2140,201312,올란도,2142
4179,307,RM~,2109,201312,카니발 R,1557
4180,326,RM~,3055,201312,코란도 투리스모,1004
4181,307,RM~,3078,201312,카렌스,375
4182,413,RM~,2531,201312,3008,84
4183,491,RM~,2246,201312,Sienna,54
4184,500,RM~,2688,201312,Odyssey,13
4185,303,O~,1901,201312,포터2,8302
4186,307,O~,1907,201312,봉고3 트럭,4451
4187,303,O~,2009,201312,스타렉스,3324
4188,326,O~,2189,201312,코란도 스포츠,2428
4189,316,O~,2049,201312,다마스,1462
4190,316,O~,2052,201312,라보,1317
4191,307,~C,2132,201401,모닝,6235
4192,312,~C,2138,201401,스파크,3922
4193,307,~C,2183,201401,레이 (2017),3106
4194,316,~C,2052,201401,라보,648
4195,316,~C,2049,201401,다마스,609
4196,307,~C,3144,201401,레이 EV,45
4197,312,~C,3142,201401,스파크 EV,14
4198,303,PC1,2126,201401,엑센트,1943
4199,307,PC1,2175,201401,프라이드,750
4200,312,PC1,2143,201401,아베오,313
4201,362,PC1,2346,201401,1 Series,206
4202,367,PC1,2437,201401,Mini,139
4203,376,PC1,3079,201401,Polo,133
4204,376,PC1,2642,201401,Beetle,81
4205,349,PC1,3094,201401,A-Class,69
4206,413,PC1,2714,201401,208,39
4207,427,PC1,3048,201401,500,24
4208,367,PC1,2442,201401,Clubman,22
4209,376,PC1,2326,201401,Scirocco,22
4210,367,PC1,2440,201401,Convertible,13
4211,422,PC1,2514,201401,DS3,9
4212,367,PC1,2451,201401,Roadster,8
4213,427,PC1,3049,201401,500C,8
4214,367,PC1,2448,201401,Coupe,7
4215,303,PC2,3104,201401,더 뉴 아반떼,5146
4216,307,PC2,2588,201401,K3,3611
4217,321,PC2,2519,201401,SM3,1427
4218,312,PC2,2135,201401,크루즈,1269
4219,376,PC2,3095,201401,Golf,837
4220,303,PC2,2177,201401,i30,610
4221,371,PC2,2408,201401,A4,314
4222,376,PC2,2328,201401,Jetta,278
4223,349,PC2,3147,201401,CLA-Class,201
4224,371,PC2,3145,201401,A3,122
4225,303,PC2,2152,201401,벨로스터,91
4226,491,PC2,2243,201401,Prius,86
4227,307,PC2,3108,201401,K3 쿱,70
4228,321,PC2,3143,201401,SM3 Z.E.,53
4229,569,PC2,2474,201401,Focus,36
4230,413,PC2,2525,201401,308,33
4231,459,PC2,2548,201401,V40,26
4232,486,PC2,3098,201401,IS,24
4233,303,PC2,3110,201401,아반떼 쿠페,8
4234,546,PC2,2788,201401,ATS,4
4235,500,PC2,2838,201401,Civic,3
4236,422,PC2,2517,201401,DS4,2
4237,349,PC2,2380,201401,B-Class,1
4238,486,PC2,2237,201401,CT,1
4239,303,PC3,2103,201401,쏘나타(YF),4631
4240,307,PC3,3093,201401,더 뉴 K5,3553
4241,321,PC3,2648,201401,SM5,1884
4242,312,PC3,2180,201401,말리부,1049
4243,362,PC3,2348,201401,3 Series,650
4244,303,PC3,2157,201401,쏘나타 하이브리드,486
4245,307,PC3,2160,201401,K5 하이브리드,447
4246,376,PC3,2334,201401,Passat,386
4247,486,PC3,2591,201401,ES,264
4248,376,PC3,2331,201401,CC,260
4249,349,PC3,2383,201401,C-Class,182
4250,303,PC3,2172,201401,i40,169
4251,371,PC3,2411,201401,A5,155
4252,491,PC3,2240,201401,Camry,148
4253,394,PC3,2568,201401,XF,133
4254,362,PC3,3121,201401,4 Series,66
4255,509,PC3,2274,201401,G,60
4256,459,PC3,2542,201401,S60,40
4257,413,PC3,2528,201401,508,38
4258,569,PC3,2477,201401,FUSION,30
4259,486,PC3,2226,201401,GS,22
4260,500,PC3,2778,201401,Crosstour,15
4261,546,PC3,2499,201401,CTS,6
4262,349,PC3,2837,201401,CL-Class,2
4263,459,PC3,2551,201401,V60,2
4264,394,PC3,2565,201401,XK,2
4265,422,PC3,3058,201401,DS5,1
4266,303,PC4,2129,201401,그랜저HG,6978
4267,307,PC4,2682,201401,K7,1570
4268,349,PC4,3096,201401,E-class,1548
4269,362,PC4,2351,201401,5 Series,1429
4270,303,PC4,3138,201401,그랜저HG HEV,1156
4271,371,PC4,2414,201401,A6,1015
4272,307,PC4,3131,201401,K7 하이브리드,385
4273,321,PC4,2169,201401,SM7,355
4274,316,PC4,2123,201401,알페온,335
4275,371,PC4,2417,201401,A7,226
4276,362,PC4,2366,201401,Gran Turismo,224
4277,514,PC4,2645,201401,Altima,165
4278,500,PC4,2777,201401,Accord,149
4279,349,PC4,2394,201401,CLS-Class,82
4280,573,PC4,3085,201401,MKZ,71
4281,362,PC4,2354,201401,6 Series,53
4282,303,PC5,3119,201401,제네시스(DH),3728
4283,303,PC5,2075,201401,에쿠스,962
4284,349,PC5,3128,201401,S-class,460
4285,307,PC5,2192,201401,K9,300
4286,362,PC5,2357,201401,7 Series,189
4287,326,PC5,2166,201401,체어맨 W,137
4288,569,PC5,2482,201401,Taurus,129
4289,371,PC5,2420,201401,A8,116
4290,326,PC5,2041,201401,체어맨 H  뉴 클래식,94
4291,459,PC5,2545,201401,S80,89
4292,583,PC5,2460,201401,300C,87
4293,573,PC5,2491,201401,MKS,51
4294,394,PC5,2562,201401,XJ,29
4295,486,PC5,2713,201401,LS,25
4296,376,PC5,2343,201401,Phaeton,22
4297,390,PC5,2705,201401,New Continental,19
4298,491,PC5,3109,201401,Avalon,16
4299,509,PC5,3156,201401,M,13
4300,390,PC5,3111,201401,Flying Spur,11
4301,385,PC5,2702,201401,Ghost,5
4302,385,PC5,3118,201401,Wraith,1
4303,307,RB~,2183,201401,레이 (2017),3106
4304,307,RB~,3116,201401,쏘울,486
4305,514,RB~,2297,201401,CUBE,109
4306,307,RB~,3144,201401,레이 EV,45
4307,307,RU2,3103,201401,더 뉴 스포티지 R,3988
4308,303,RU2,3084,201401,뉴 투싼 ix,3501
4309,326,RU2,3105,201401,뉴 코란도 C,1580
4310,312,RU2,3054,201401,트랙스,718
4311,376,RU2,2337,201401,Tiguan,650
4312,321,RU2,3080,201401,QM3,178
4313,514,RU2,3115,201401,JUKE,99
4314,587,RU2,2468,201401,Wrangler,82
4315,367,RU2,2445,201401,Countryman,78
4316,587,RU2,2471,201401,Compass,63
4317,371,RU2,2423,201401,Q3,55
4318,362,RU2,2368,201401,X1,54
4319,569,RU2,2485,201401,Escape,47
4320,399,RU2,2579,201401,Range Rover Evoque,41
4321,367,RU2,3088,201401,Paceman,34
4322,399,RU2,2574,201401,Freelander2,23
4323,303,RU3,2197,201401,싼타페,7160
4324,307,RU3,2217,201401,뉴 쏘렌토 R,2037
4325,312,RU3,2155,201401,캡티바,755
4326,321,RU3,2163,201401,QM5,603
4327,362,RU3,2371,201401,X3,188
4328,349,RU3,2397,201401,GLK-Class,108
4329,399,RU3,2576,201401,Discovery,93
4330,371,RU3,2425,201401,Q5,77
4331,491,RU3,3086,201401,RAV4,60
4332,500,RU3,2263,201401,CR-V,44
4333,459,RU3,2554,201401,XC60,37
4334,399,RU3,3122,201401,Ranger Rover Sport,36
4335,381,RU3,2639,201401,Cayenne,29
4336,459,RU3,2556,201401,XC70,21
4337,486,RU3,2234,201401,RX,20
4338,491,RU3,2679,201401,Venza,16
4339,491,RU3,3133,201401,FJ Cruiser,15
4340,349,RU3,2775,201401,G-class,12
4341,427,RU3,3050,201401,Freemont,9
4342,546,RU3,2508,201401,SRX,2
4343,509,RU3,3158,201401,FX,3
4344,514,RU3,2303,201401,MURANO,1
4345,509,RU3,3157,201401,QX50,1
4346,303,RU5,3076,201401,맥스크루즈,920
4347,307,RU5,2032,201401,모하비,910
4348,326,RU5,2214,201401,렉스턴 W,677
4349,569,RU5,2488,201401,Explorer,338
4350,303,RU5,2001,201401,베라크루즈,309
4351,362,RU5,3127,201401,X5,186
4352,587,RU5,2465,201401,Grand Cherokee,112
4353,362,RU5,2377,201401,X6,111
4354,349,RU5,2391,201401,M-Class,91
4355,399,RU5,3075,201401,Range Rover,53
4356,573,RU5,2497,201401,MKX,49
4357,371,RU5,2428,201401,Q7,44
4358,376,RU5,2340,201401,Touareg,31
4359,514,RU5,3139,201401,Pathfinder,15
4360,509,RU5,2294,201401,JX,3
4361,546,RU5,2511,201401,Escalade,3
4362,459,RU5,2559,201401,XC90,3
4363,500,RU5,2685,201401,Pilot,2
4364,307,RM~,2109,201401,카니발 R,1439
4365,312,RM~,2140,201401,올란도,1234
4366,326,RM~,3055,201401,코란도 투리스모,807
4367,307,RM~,3078,201401,카렌스,382
4368,491,RM~,2246,201401,Sienna,50
4369,413,RM~,2531,201401,3008,38
4370,500,RM~,2688,201401,Odyssey,19
4371,583,RM~,2462,201401,Grand Voyager,1
4372,303,O~,1901,201401,포터2,7541
4373,307,O~,1907,201401,봉고3 트럭,4524
4374,303,O~,2009,201401,스타렉스,3746
4375,326,O~,2189,201401,코란도 스포츠,2150
4376,316,O~,2052,201401,라보,648
4377,316,O~,2049,201401,다마스,609
4378,307,~C,2132,201402,모닝,7165
4379,312,~C,2138,201402,스파크,4743
4380,307,~C,2183,201402,레이 (2017),2473
4381,316,~C,2052,201402,라보,159
4382,316,~C,2049,201402,다마스,8
4383,312,~C,3142,201402,스파크 EV,2
4384,303,PC1,2126,201402,엑센트,1875
4385,307,PC1,2175,201402,프라이드,952
4386,312,PC1,2143,201402,아베오,297
4387,362,PC1,2346,201402,1 Series,232
4388,376,PC1,3079,201402,Polo,112
4389,376,PC1,2642,201402,Beetle,87
4390,367,PC1,2437,201402,Mini,67
4391,349,PC1,3094,201402,A-Class,50
4392,427,PC1,3048,201402,500,49
4393,413,PC1,2714,201402,208,35
4394,376,PC1,2326,201402,Scirocco,12
4395,427,PC1,3049,201402,500C,11
4396,367,PC1,2442,201402,Clubman,11
4397,422,PC1,2514,201402,DS3,10
4398,367,PC1,2451,201402,Roadster,10
4399,367,PC1,2440,201402,Convertible,8
4400,367,PC1,2448,201402,Coupe,3
4401,303,PC2,3104,201402,더 뉴 아반떼,6467
4402,307,PC2,2588,201402,K3,4138
4403,321,PC2,2519,201402,SM3,1611
4404,312,PC2,2135,201402,크루즈,1198
4405,303,PC2,2177,201402,i30,742
4406,376,PC2,3095,201402,Golf,647
4407,371,PC2,2408,201402,A4,475
4408,376,PC2,2328,201402,Jetta,211
4409,303,PC2,2152,201402,벨로스터,150
4410,349,PC2,3147,201402,CLA-Class,134
4411,307,PC2,3108,201402,K3 쿱,100
4412,371,PC2,3145,201402,A3,88
4413,413,PC2,2525,201402,308,78
4414,491,PC2,2243,201402,Prius,49
4415,459,PC2,2548,201402,V40,34
4416,349,PC2,2380,201402,B-Class,32
4417,486,PC2,3098,201402,IS,29
4418,569,PC2,2474,201402,Focus,27
4419,303,PC2,3110,201402,아반떼 쿠페,12
4420,321,PC2,3143,201402,SM3 Z.E.,7
4421,546,PC2,2788,201402,ATS,4
4422,422,PC2,2517,201402,DS4,2
4423,486,PC2,2237,201402,CT,1
4424,303,PC3,2103,201402,쏘나타(YF),4684
4425,307,PC3,3093,201402,더 뉴 K5,3816
4426,321,PC3,2648,201402,SM5,1925
4427,312,PC3,2180,201402,말리부,836
4428,362,PC3,2348,201402,3 Series,722
4429,307,PC3,2160,201402,K5 하이브리드,544
4430,303,PC3,2157,201402,쏘나타 하이브리드,399
4431,376,PC3,2334,201402,Passat,266
4432,303,PC3,2172,201402,i40,235
4433,371,PC3,2411,201402,A5,233
4434,509,PC3,3146,201402,Q50,218
4435,486,PC3,2591,201402,ES,200
4436,491,PC3,2240,201402,Camry,196
4437,349,PC3,2383,201402,C-Class,190
4438,376,PC3,2331,201402,CC,174
4439,394,PC3,2568,201402,XF,146
4440,362,PC3,3121,201402,4 Series,57
4441,459,PC3,2542,201402,S60,45
4442,413,PC3,2528,201402,508,43
4443,569,PC3,2477,201402,FUSION,37
4444,509,PC3,2274,201402,G,33
4445,486,PC3,2226,201402,GS,11
4446,546,PC3,2499,201402,CTS,5
4447,459,PC3,2551,201402,V60,3
4448,422,PC3,3058,201402,DS5,2
4449,349,PC3,2837,201402,CL-Class,1
4450,303,PC4,2129,201402,그랜저HG,5918
4451,307,PC4,2682,201402,K7,1613
4452,303,PC4,3138,201402,그랜저HG HEV,1578
4453,349,PC4,3096,201402,E-class,1515
4454,362,PC4,2351,201402,5 Series,1282
4455,371,PC4,2414,201402,A6,878
4456,307,PC4,3131,201402,K7 하이브리드,461
4457,316,PC4,2123,201402,알페온,456
4458,321,PC4,2169,201402,SM7,290
4459,362,PC4,2366,201402,Gran Turismo,236
4460,371,PC4,2417,201402,A7,183
4461,500,PC4,2777,201402,Accord,164
4462,514,PC4,2645,201402,Altima,129
4463,349,PC4,2394,201402,CLS-Class,90
4464,573,PC4,3085,201402,MKZ,61
4465,362,PC4,2354,201402,6 Series,34
4466,303,PC5,3119,201402,제네시스(DH),4164
4467,303,PC5,2075,201402,에쿠스,843
4468,307,PC5,2192,201402,K9,583
4469,349,PC5,3128,201402,S-class,379
4470,362,PC5,2357,201402,7 Series,190
4471,326,PC5,2166,201402,체어맨 W,159
4472,371,PC5,2420,201402,A8,121
4473,326,PC5,2041,201402,체어맨 H  뉴 클래식,82
4474,569,PC5,2482,201402,Taurus,72
4475,459,PC5,2545,201402,S80,57
4476,583,PC5,2460,201402,300C,55
4477,573,PC5,2491,201402,MKS,50
4478,394,PC5,2562,201402,XJ,27
4479,486,PC5,2713,201402,LS,16
4480,376,PC5,2343,201402,Phaeton,13
4481,390,PC5,3111,201402,Flying Spur,13
4482,509,PC5,3156,201402,Q70,7
4483,390,PC5,2705,201402,New Continental,7
4484,491,PC5,3109,201402,Avalon,7
4485,385,PC5,2702,201402,Ghost,3
4486,307,RB~,2183,201402,레이 (2017),2473
4487,307,RB~,3116,201402,쏘울,571
4488,514,RB~,2297,201402,CUBE,104
4489,307,RU2,3103,201402,더 뉴 스포티지 R,3621
4490,303,RU2,3084,201402,뉴 투싼 ix,3455
4491,326,RU2,3105,201402,뉴 코란도 C,1612
4492,312,RU2,3054,201402,트랙스,714
4493,376,RU2,2337,201402,Tiguan,539
4494,367,RU2,2445,201402,Countryman,193
4495,371,RU2,2423,201402,Q3,98
4496,587,RU2,2468,201402,Wrangler,91
4497,514,RU2,3115,201402,JUKE,78
4498,362,RU2,2368,201402,X1,55
4499,587,RU2,2471,201402,Compass,52
4500,569,RU2,2485,201402,Escape,42
4501,367,RU2,3088,201402,Paceman,25
4502,399,RU2,2579,201402,Range Rover Evoque,23
4503,399,RU2,2574,201402,Freelander2,19
4504,321,RU2,3080,201402,QM3,16
4505,303,RU3,2197,201402,싼타페,6102
4506,307,RU3,2217,201402,뉴 쏘렌토 R,1758
4507,321,RU3,3173,201402,QM5,972
4508,312,RU3,2155,201402,캡티바,694
4509,349,RU3,2397,201402,GLK-Class,160
4510,362,RU3,2371,201402,X3,145
4511,491,RU3,3086,201402,RAV4,94
4512,381,RU3,2639,201402,Cayenne,78
4513,500,RU3,2263,201402,CR-V,75
4514,371,RU3,2425,201402,Q5,49
4515,399,RU3,3122,201402,Ranger Rover Sport,43
4516,399,RU3,2576,201402,Discovery,36
4517,491,RU3,2679,201402,Venza,25
4518,459,RU3,2554,201402,XC60,22
4519,349,RU3,2775,201402,G-class,17
4520,459,RU3,2556,201402,XC70,16
4521,486,RU3,2234,201402,RX,15
4522,491,RU3,3133,201402,FJ Cruiser,12
4523,427,RU3,3050,201402,Freemont,11
4524,546,RU3,2508,201402,SRX,3
4525,509,RU3,3157,201402,EX,3
4526,514,RU3,2303,201402,MURANO,2
4527,509,RU3,3158,201402,QX70,1
4528,303,RU5,3076,201402,맥스크루즈,886
4529,307,RU5,2032,201402,모하비,797
4530,326,RU5,2214,201402,렉스턴 W,677
4531,303,RU5,2001,201402,베라크루즈,320
4532,569,RU5,2488,201402,Explorer,208
4533,587,RU5,2465,201402,Grand Cherokee,107
4534,362,RU5,2377,201402,X6,98
4535,362,RU5,3127,201402,X5,70
4536,371,RU5,2428,201402,Q7,56
4537,349,RU5,2391,201402,M-Class,54
4538,573,RU5,2497,201402,MKX,50
4539,376,RU5,2340,201402,Touareg,43
4540,399,RU5,3075,201402,Range Rover,33
4541,514,RU5,3139,201402,Pathfinder,14
4542,500,RU5,2685,201402,Pilot,3
4543,459,RU5,2559,201402,XC90,3
4544,546,RU5,2511,201402,Escalade,2
4545,509,RU5,2294,201402,JX,1
4546,509,RU5,3159,201402,QX80,1
4547,307,RM~,2109,201402,카니발 R,1438
4548,312,RM~,2140,201402,올란도,1187
4549,326,RM~,3055,201402,코란도 투리스모,815
4550,307,RM~,3078,201402,카렌스,369
4551,500,RM~,2688,201402,Odyssey,58
4552,413,RM~,2531,201402,3008,50
4553,491,RM~,2246,201402,Sienna,37
4554,583,RM~,2462,201402,Grand Voyager,5
4555,303,O~,1901,201402,포터2,7486
4556,307,O~,1907,201402,봉고3 트럭,4425
4557,303,O~,2009,201402,스타렉스,3503
4558,326,O~,2189,201402,코란도 스포츠,2157
4559,316,O~,2052,201402,라보,159
4560,316,O~,2049,201402,다마스,8
4561,307,~C,2132,201403,모닝,9169
4562,312,~C,2138,201403,스파크,5986
4563,307,~C,2183,201403,레이 (2017),2889
4564,316,~C,2052,201403,라보,9
4565,312,~C,3142,201403,스파크 EV,2
4566,316,~C,2049,201403,다마스,1
4567,303,PC1,2126,201403,엑센트,2231
4568,307,PC1,2175,201403,프라이드,804
4569,312,PC1,2143,201403,아베오,366
4570,362,PC1,2346,201403,1 Series,179
4571,376,PC1,3079,201403,Polo,166
4572,376,PC1,2642,201403,Beetle,98
4573,427,PC1,3048,201403,500,75
4574,349,PC1,3094,201403,A-Class,58
4575,413,PC1,2714,201403,208,49
4576,367,PC1,2440,201403,Convertible,43
4577,367,PC1,2442,201403,Clubman,25
4578,367,PC1,2437,201403,Mini,23
4579,367,PC1,2451,201403,Roadster,17
4580,422,PC1,2514,201403,DS3,14
4581,362,PC1,3130,201403,2 Series,10
4582,427,PC1,3049,201403,500C,6
4583,376,PC1,2326,201403,Scirocco,6
4584,367,PC1,2448,201403,Coupe,3
4585,303,PC2,3104,201403,더 뉴 아반떼,7574
4586,307,PC2,2588,201403,K3,4369
4587,312,PC2,2135,201403,크루즈,1615
4588,321,PC2,2519,201403,SM3,1607
4589,303,PC2,2177,201403,i30,883
4590,376,PC2,3095,201403,Golf,485
4591,371,PC2,2408,201403,A4,455
4592,376,PC2,2328,201403,Jetta,323
4593,303,PC2,2152,201403,벨로스터,172
4594,491,PC2,2243,201403,Prius,110
4595,371,PC2,3145,201403,A3,106
4596,349,PC2,3147,201403,CLA-Class,102
4597,413,PC2,2525,201403,308,92
4598,307,PC2,3108,201403,K3 쿱,71
4599,569,PC2,2474,201403,Focus,29
4600,486,PC2,3098,201403,IS,28
4601,349,PC2,2380,201403,B-Class,19
4602,500,PC2,2838,201403,Civic,15
4603,459,PC2,2548,201403,V40,15
4604,486,PC2,3189,201403,CT,9
4605,303,PC2,3110,201403,아반떼 쿠페,4
4606,546,PC2,2788,201403,ATS,1
4607,422,PC2,2517,201403,DS4,1
4608,303,PC3,2103,201403,쏘나타(YF),4419
4609,307,PC3,3093,201403,더 뉴 K5,4034
4610,321,PC3,2648,201403,SM5,1904
4611,312,PC3,2180,201403,말리부,1378
4612,362,PC3,2348,201403,3 Series,908
4613,307,PC3,2160,201403,K5 하이브리드,515
4614,486,PC3,2591,201403,ES,486
4615,303,PC3,2157,201403,쏘나타 하이브리드,294
4616,349,PC3,2383,201403,C-Class,282
4617,376,PC3,2331,201403,CC,260
4618,509,PC3,3146,201403,Q50,258
4619,376,PC3,2334,201403,Passat,238
4620,491,PC3,2240,201403,Camry,222
4621,303,PC3,2172,201403,i40,221
4622,371,PC3,2411,201403,A5,217
4623,394,PC3,2568,201403,XF,172
4624,362,PC3,3121,201403,4 Series,96
4625,413,PC3,2528,201403,508,52
4626,459,PC3,2542,201403,S60,51
4627,569,PC3,2477,201403,FUSION,45
4628,509,PC3,2274,201403,G,27
4629,486,PC3,2226,201403,GS,9
4630,422,PC3,3058,201403,DS5,5
4631,546,PC3,2499,201403,CTS,4
4632,459,PC3,2551,201403,V60,4
4633,349,PC3,2837,201403,CL-Class,3
4634,394,PC3,2565,201403,XK,2
4635,303,PC4,2129,201403,그랜저HG,6557
4636,307,PC4,2682,201403,K7,1588
4637,303,PC4,3138,201403,그랜저HG HEV,1446
4638,349,PC4,3096,201403,E-class,1431
4639,362,PC4,2351,201403,5 Series,1353
4640,371,PC4,2414,201403,A6,1018
4641,316,PC4,2123,201403,알페온,589
4642,321,PC4,2169,201403,SM7,386
4643,307,PC4,3131,201403,K7 하이브리드,385
4644,362,PC4,2366,201403,Gran Turismo,257
4645,371,PC4,2417,201403,A7,234
4646,500,PC4,2777,201403,Accord,181
4647,514,PC4,2645,201403,Altima,123
4648,573,PC4,3085,201403,MKZ,116
4649,349,PC4,2394,201403,CLS-Class,107
4650,362,PC4,2354,201403,6 Series,52
4651,303,PC5,3119,201403,제네시스(DH),3187
4652,303,PC5,2075,201403,에쿠스,892
4653,307,PC5,2192,201403,K9,613
4654,349,PC5,3128,201403,S-class,291
4655,362,PC5,2357,201403,7 Series,180
4656,371,PC5,2420,201403,A8,148
4657,326,PC5,2166,201403,체어맨 W,133
4658,569,PC5,2482,201403,Taurus,122
4659,326,PC5,2041,201403,체어맨 H  뉴 클래식,91
4660,459,PC5,2545,201403,S80,90
4661,583,PC5,2460,201403,300C,64
4662,573,PC5,2491,201403,MKS,62
4663,486,PC5,2713,201403,LS,38
4664,394,PC5,2562,201403,XJ,37
4665,390,PC5,3111,201403,Flying Spur,18
4666,390,PC5,2705,201403,New Continental,15
4667,509,PC5,3156,201403,M,19
4668,376,PC5,2343,201403,Phaeton,11
4669,491,PC5,3109,201403,Avalon,9
4670,385,PC5,2702,201403,Ghost,2
4671,385,PC5,3118,201403,Wraith,1
4672,307,RB~,2183,201403,레이 (2017),2889
4673,307,RB~,3116,201403,쏘울,337
4674,514,RB~,2297,201403,CUBE,42
4675,307,RU2,3103,201403,더 뉴 스포티지 R,4223
4676,303,RU2,3084,201403,뉴 투싼 ix,3747
4677,326,RU2,3105,201403,뉴 코란도 C,1819
4678,312,RU2,3054,201403,트랙스,915
4679,321,RU2,3080,201403,QM3,695
