,loc,year,month,day,유의파고 평균,최대파고 최고,최대파고 시간,파주기 평균,파주기 최고,평균풍속,평균 현지기압,평균습도,평균기온,평균수온
1583,22102,2017,10,5,0.8,2.6,4,5.8,7.1,5.5,1021.8,78,18.8,19.1
1584,22102,2017,10,6,0.3,0.8,4,4.5,7.1,5.2,1017.5,91,17.7,19
1585,22102,2017,10,7,0.4,1,10,4.4,6.4,3.9,1019.8,87,19.1,18.7
1586,22102,2017,10,8,0.2>,0.5,1,3.9,5.3,1.6,1022.4,92,20,18.8
1587,22102,2017,10,9,x,0.4,21,3.4,7.1,1.6,1021.8,92,20.1,18.9
1588,22102,2017,10,10,0.2,0.5,23,6.3,8,2.3,1019.3,94,20,18.7
1589,22102,2017,10,상순,1,2.4,,5.6,7.5,5.3,1018.7,85,19.4,19.3
1590,22102,2017,10,11,1.4,4.4,24,6.2,7.1,7.7,1018.8,85,17.8,18.6
1591,22102,2017,10,12,1.9>,4.0>,07>,7.0>,8.0>,9.3>,1020.1,68,16,18.4
1592,22102,2017,10,13,1.3,2.7,21,5.5,6.4,9.1,1021.8,60,16.6,18.5
1593,22102,2017,10,14,1.4,3.1,11,5,5.8,10.2,1023.5,57,17.8,18.5
1594,22102,2017,10,15,1,2.7,1,5.4,5.8,6.3,1025.1,66,17.1,18
1595,22102,2017,10,16,1,2.7,23,4.8,6.4,7.5,1024.7,73,17.9,17.8
1596,22102,2017,10,17,1.3,3.3,2,6.1,7.1,6.8,1023.3,72,17.6,17.6
1597,22102,2017,10,18,0.6,1.6,3,5.6,6.4,4.2,1021.3,75,17.9,17.3
1598,22102,2017,10,19,0.4>,0.8>,02>,4.3>,8.0>,3.9>,1018.4,77,17.3,17.1
1599,22102,2017,10,20,0.6,1.3,16,4.3,5.8,5.5,1018.1,81,17.4,17.1
1600,22102,2017,10,중순,1.1,2.7,,5.4,6.7,7.1,1021.5,71,17.3,17.9
1601,22102,2017,10,21,1.1,2.7,21,4.9,5.8,7.9,1016.3,79,17.6,17.1
1602,22102,2017,10,22,1.6,3.3,17,5.9,7.1,9.5,1010.5,74,17.7,17.2
1603,22102,2017,10,23,1.2,3.1,5,6.2,7.1,5.4,1017.2,66,16.1,17.2
1604,22102,2017,10,24,0.7,1.6,19,5.6,7.1,3.8,1023.9,71,16.3,17.2
1605,22102,2017,10,25,0.5,1.1,11,4.6,5.8,4.6,1025.2,67,16,17.1
1606,22102,2017,10,26,0.3,0.8,1,3.6,4.3,3.2,1021.4,70,16,17.2
1607,22102,2017,10,27,0.3,1,20,3.4,5.8,3.9,1019.4,74,16.8,17.3
1608,22102,2017,10,28,0.6,1.4,21,4.1,4.6,5.5,1018.7,82,17.3,17.3
1609,22102,2017,10,29,2.9,7.8,18,6.9,10.7,12.4,1019.1,71,15,17.3
1610,22102,2017,10,30,2.7,6.6,7,8.1,10.7,10.2,1026.1,60,12.5,17.1
1611,22102,2017,10,31,0.8,2.3,1,5.3,7.1,3.9,1025.9,65,13.7,17
1612,22102,2017,10,하순,1.2,2.9,,5.3,6.9,6.4,1020.3,71,15.9,17.2
1613,22102,2017,10,월,1.1,2.7,,5.5,7,6.3,1020.2,76,17.5,18.1
1614,22102,2017,11,1,0.5,1.4,17,4.9,6.4,2.8,1022.3,70,15.3,17
1615,22102,2017,11,2,0.4,1,3,5,6.4,2,1019.2,72,15.8,16.7
1616,22102,2017,11,3,1.2,4.8,21,5.4,9.1,6.5,1021.9,72,14.5,16.5
1617,22102,2017,11,4,2.4,5.2,8,7.9,9.1,9.5,1029.2,59,11.3,16
1618,22102,2017,11,5,0.8,2.3,4,5.6,8,5.3,1029,63,12,15.7
1619,22102,2017,11,6,0.3,0.7,5,5.2,6.4,2.4,1025.1,72,13,15.7
1620,22102,2017,11,7,0.3,0.6,6,4.7,6.4,3.8,1020.7,85,15.9,15.6
1621,22102,2017,11,8,1.1,3.5,18,4.9,6.4,7.6,1021.6,79,14.5,15.5
1622,22102,2017,11,9,1.2,3.4,1,6.1,8,6,1023.8,64,13.2,15.4
1623,22102,2017,11,10,0.7,4.5,24,3.9,6.4,6.8,1017.9,79,15.3,15.4
1624,22102,2017,11,상순,0.9,2.7,,5.4,7.3,5.3,1023.1,72,14.1,16
1625,22102,2017,11,11,2.4,5.7,6,7.7,9.1,9.7,1022.2,61,10.8,15.3
1626,22102,2017,11,12,0.8,2.1,1,5.6,7.1,4.6,1021.7,65,10.7,15.1
1627,22102,2017,11,13,0.3,0.8,1,4,9.1,3,1018.5,71,12.6,15
1628,22102,2017,11,14,1,2.6,14,5.6,7.1,6.5,1020.1,58,13.1,15
1629,22102,2017,11,15,1.3,3.1,13,6.4,7.1,6.2,1022.8,54,10.7,14.8
1630,22102,2017,11,16,0.8,2.3,3,5.5,6.4,3.4,1024.6,63,9.4,14.7
1631,22102,2017,11,17,0.3,0.9,4,4.1,6.4,4.2,1019.1,68,11.7,14.4
1632,22102,2017,11,18,3.2,6.3,10,8,10.7,13.8,1022.9,67,6.3,14.1
1633,22102,2017,11,19,1.7>,4.6>,02>,7.0>,8.0>,5.8>,1027.3,63,6.4,13.7
1634,22102,2017,11,20,0.8,1.8,4,5.6,7.1,3.2,1026.9,65,8.7,13.6
1635,22102,2017,11,중순,1.3,3,,6,7.8,6,1022.6,64,10,14.6
1636,22102,2017,11,21,0.8,2.1,6,5.4,6.4,3.1,1026.4,64,9.5,13.6
1637,22102,2017,11,22,0.9>,3.8>,22>,4.6>,6.4>,6.7>,1019.9,67,11.3,13.5
1638,22102,2017,11,23,2.5,5.6,17,7.4,8,9.9,1022.6,56,8.5,13.2
1639,22102,2017,11,24,2.6,5.3,11,7.4,9.1,9.6,1025.8,54,8.5,12.7
1640,22102,2017,11,25,1.0>,2.4>,02>,5.4>,7.1>,5.9>,1025.6),66),10.3),12.5)
1641,22102,2017,11,26,1.5>,3.1>,18>,6.3>,8.0>,6.9>,1024.3,71,11.5,12.4
1642,22102,2017,11,27,0.9,2.3,6,5.9,7.1,5.3,1026.3,66,7.3,12.2
1643,22102,2017,11,28,0.3,0.7,1,5.6,9.1,2.3,1022.5,79,10.3,12.2
1644,22102,2017,11,29,1.7,4.6,23,6.7,9.1,9.5,1025.3,70,9.1,11.9
1645,22102,2017,11,30,2.3,4.6,11,7.2,8,11.5,1027.8,65,5.1,11.6
1646,22102,2017,11,하순,1.5,3.5,,6.2,7.8,7.1,1024.7,66,9.1,12.6
1647,22102,2017,11,월,1.2,3.1,,5.8,7.6,6.1,1023.4,67,11.1,14.4
1648,22102,2017,12,1,1.2,3.1,1,5.9,6.4,6.2,1030.9,62,4.2,11.2
1649,22102,2017,12,2,0.6,1.6,15,5.7,7.1,2.5,1028.5,57,7.3,11.2
1650,22102,2017,12,3,0.4,1.3,20,5,7.1,3.8,1024.1,74,10.3,11.4
1651,22102,2017,12,4,1.7,5,15,6.3,8,8.7,1023.5,72,6.4,11.3
1652,22102,2017,12,5,2.2,5,17,7.2,8,8.3,1023.1,74,3.7,11.1
1653,22102,2017,12,6,1.4,2.8,9,6.7,8,4.5,1023.6,56,7.8,11.2
1654,22102,2017,12,7,1.1,3.5,24,5.4,6.4,6.9,1022.3,61,8.4,11.2
1655,22102,2017,12,8,2.5,5.8,7,7.4,9.1,10.1,1024.8,64,4.3,10.9
1656,22102,2017,12,9,1.2,2.4,5,5.9,6.4,4.5,1020.7,57,7.9,10.7
1657,22102,2017,12,10,1.5,5,24,5.6,7.1,8.7,1016.3,66,9.3,10.6
1658,22102,2017,12,상순,1.4,3.6,,6.1,7.4,6.4,1023.8,64,7,11.1
1659,22102,2017,12,11,2.8,6.4,21,8.1,9.1,10.7,1024.3,69,3.4,10.2
1660,22102,2017,12,12,2.2,5.4,4,7.4,8,8.7,1029.4,66,1.3,9.6
1661,22102,2017,12,13,1.4,3,24,6.2,7.1,6.9,1031.6,72,1.2,9.3
1662,22102,2017,12,14,1,2.6,2,5.5,6.4,6.4,1030.7,66,2.4,9
1663,22102,2017,12,15,0.5,1.8,24,3.8,5.3,4.1,1027.3,64,4.6,9.1
1664,22102,2017,12,16,2.6,5.6,24,7.1,9.1,11.4,1027.5,74,3.2,8.9
1665,22102,2017,12,17,2.4,6.1,3,7.8,9.1,6.8,1030.8,75,1.6,8.7
1666,22102,2017,12,18,1.3,2.9,23,5.9,6.4,5.8,1029,60,6.3,8.7
1667,22102,2017,12,19,2.1,4.3,19,7,8,8.8,1031.8,60,4.1,8.4
1668,22102,2017,12,20,1,2.6,2,5.8,8,5,1031.8,66,4.3,8.3
1669,22102,2017,12,중순,1.7,4.1,,6.5,7.7,7.5,1029.4,67,3.2,9
1670,22102,2017,12,21,1,2.4,5,5.8,7.1,3.7,1031.7,59,5.5,8.5
1671,22102,2017,12,22,0.3,0.8,23,4.4,5.3,3.1,1027.3,74,7.1,8.5
1672,22102,2017,12,23,0.5,1,4,5,5.8,2.3,1023.5,87,8.8,8.8
1673,22102,2017,12,24,1.5>,6.7>,24>,5.4>,8.0>,9.0>,1014.9],80],8.3],8.8]
1674,22102,2017,12,25,2.6,7.3,1,8.1,9.1,9.2,1024.3,59,4.5,8.5
1675,22102,2017,12,26,1.8,4.1,21,6.2,7.1,9.4,1026.8,58,4.9,8.2
1676,22102,2017,12,27,1.8,4.2,2,6.8,8,8.1,1030.4,62,1.9,7.3
1677,22102,2017,12,28,0.5,1.3,1,4.8,6.4,4.8,1029.8,63,2.8,7.1
1678,22102,2017,12,29,0.4,1,18,3.5,8,2.9,1028,82,6.7,7
1679,22102,2017,12,30,0.4,1.3,24,4.3,5.8,3.3,1025,79,6.9,7.5
1680,22102,2017,12,31,1.5,3.1,6,5.8,6.4,7.6,1024.8,68,5.5,7.6
1681,22102,2017,12,하순,1.1,3,,5.5,7,5.8,1026,70,5.7,8
1682,22102,2017,12,월,1.4,3.5,,6,7.3,6.5,1026.4,67,5.3,9.3
1683,22102,2018,1,1,1.1,2.6,2,5.4,6.4,5.1,1028.2,54,5.2,7.7
1684,22102,2018,1,2,0.5,1.9,20,4.6,5.8,4.1,1029.2,62,5.7,7.8
1685,22102,2018,1,3,1.8,3.9,17,6.4,7.1,9.6,1031.1,65,2.8,7.7
1686,22102,2018,1,4,1.7,3.9,6,6.7,8,7.8,1027,71,1.9,7.6
1687,22102,2018,1,5,1.2,3.2,20,5.5,7.1,7.3,1021.9,65,4,7.6
1688,22102,2018,1,6,1.5,3.6,7,6.2,7.1,7.7,1024.2,63,4.2,7.5
1689,22102,2018,1,7,0.7,1.7,1,5,6.4,5.5,1020.4,73,4,7.5
1690,22102,2018,1,8,1.3,5,23,4.9,7.1,8.7,1013,81,4.6,7.6
1691,22102,2018,1,9,3.4,7.8,7,8.6,9.1,10.6,1016.9,63,2.9,7.3
1692,22102,2018,1,10,3.6,7.4,15,8.5,9.1,12.5,1020.2,76,0.5,6.7
1693,22102,2018,1,상순,1.7,4.1,,6.2,7.3,7.9,1023.2,67,3.6,7.5
1694,22102,2018,1,11,3.2,6.5,3,8.4,9.1,10.5,1027.3,75,-1.6,5.6
1695,22102,2018,1,12,2.1,5.1,2,7.4,8,7.2,1031.6,74,-1.3,5
1696,22102,2018,1,13,1,1.9,1,5.5,6.4,4.2,1032.4,60,4,5
1697,22102,2018,1,14,0.5,1.3,1,4.4,5.8,3.2,1028.8,78,5.1,5
1698,22102,2018,1,15,0.6,1.4,14,3.8,5.8,1.3,1024.6,88,6.2,5.2
1699,22102,2018,1,16,0.3,0.8,18,3.8,5.8,3.3,1017.2,93,5.3,5.2
1700,22102,2018,1,17,0.3,0.8,5,3.8,9.1,2.2,1018.6,91,5.8,5.5
1701,22102,2018,1,18,0.6>,1.5>,20>,4.1,4.6,3.2,1023.8,82,5.3,5.5
1702,22102,2018,1,19,0.6,1.5,7,4,4.9,5.7,1024.6,66,3.7,5.6
1703,22102,2018,1,20,0.3,1.1,23,4.1,9.1,1.8,1023.7,72,4.9,5.9
1704,22102,2018,1,중순,1,2.2,,4.9,6.9,4.3,1025.3,78,3.7,5.4
1705,22102,2018,1,21,0.5>,1.3>,19>,4.4>,6.4>,3.9>,1022.6],71],4.4],5.8]
1706,22102,2018,1,22,0.8,3.8,24,4.6,7.1,5.8,1017,73,5.5,6.1
1707,22102,2018,1,23,2.4,5.6,7,7.6,9.1,9.1,1023.8,78,-1.4,5.9
1708,22102,2018,1,24,1.9,4.1,19,6.7,8,9.2,1028.2,80,-4.5,5.7
1709,22102,2018,1,25,2.8,7,18,7.2,9.1,12.2,1029.5,76,-3.6,5.2
1710,22102,2018,1,26,3.1,6.5,18,8.3,9.1,12.1,1029.6,73,-3.5,4.1
1711,22102,2018,1,27,1.6,4.2,1,6.8,8,7.4,1028,71,-2.7,3.7
1712,22102,2018,1,28,1.2,3.7,22,5.2,7.1,6.3,1023.2,76,-0.7,3.4
1713,22102,2018,1,29,2.2,4.5,17,7.2,8,9.1,1024.2,74,-0.5,3.2
1714,22102,2018,1,30,1.3,3.7,1,6.3,7.1,4.2,1027.3,67,-0.7,3.3
1715,22102,2018,1,31,0.8,2.2,17,5.2,6.4,2,1027.7,65,3,3.6
1716,22102,2018,1,하순,1.7,4.2,,6.3,7.8,7.4,1025.6,73,-0.4,4.5
1717,22102,2018,1,월,1.4,3.5,,5.8,7.3,6.5,1024.7,73,2.2,5.8
1718,22102,2018,2,1,0.7,1.8,23,4.7,5.3,6.1,1028.7,61,1.3,3.7
1719,22102,2018,2,2,0.8,1.9,1,4.4,5.8,6.1,1029.2,56,1.6,3.8
1720,22102,2018,2,3,2.6>,5.6>,17>,7.2>,9.1>,10.8>,1029.9,74,-0.9,3.9
1721,22102,2018,2,4,2.8>,5.9>,04>,7.9>,9.1>,10.6>,1029.6,78,-2.4,3.5
1722,22102,2018,2,5,2.2,4.7,6,7.2,8,9.3,1027.5,80,-2.1,3.3
1723,22102,2018,2,6,2.3>,4.8>,20>,7.3>,8.0>,9.1>,1026.5,79,-2.5,3.5
1724,22102,2018,2,7,1.2,3.7,3,6.5,8,4,1026.4,72,-2.1,3.4
1725,22102,2018,2,8,0.5,1.6,21,4.8,7.1,5.4,1023.5,63,0.4,3.5
1726,22102,2018,2,9,0.4,0.8,1,4.9,6.4,1.4,1022.7,79,3.6,3.9
1727,22102,2018,2,10,1.1,3.8,24,4.9,7.1,6.1,1023.4,75,2.5,2.9
1728,22102,2018,2,상순,1.5,3.5,,6,7.4,6.9,1026.7,72,-0.1,3.5
1729,22102,2018,2,11,2.4,5.8,7,7.3,8,9.5,1024.7,59,0.5,2.6
1730,22102,2018,2,12,2.9,6.2,16,8.1,9.1,10.3,1024.8,59,0.2,2.6
1731,22102,2018,2,13,1.9,4.8,1,6.8,8,6.4,1024.5,61,3.1,2.7
1732,22102,2018,2,14,1.5,3.1,11,6.7,7.1,5.3,1019,83,4.5,2.7
1733,22102,2018,2,15,1.8,3.9,17,6.4,7.1,8.9,1022,64,1.5,2.7
1734,22102,2018,2,16,1,2.7,4,5.1,6.4,6.5,1019.8,70,1.9,2.7
1735,22102,2018,2,17,x,x,x,x,x,x,x,x,x,x
1736,22102,2018,2,18,0.7,1.9,6,4.5,5.3,5.9,1025.4,64,1.5,2.8
1737,22102,2018,2,19,0.7,1.9,18,4.3,4.9,6.3,1023.3,75,2.7,2.9
1738,22102,2018,2,20,0.7>,1.5>,07>,4.5>,5.3>,6.1>,1023.7),83),2.5),3.0)
1739,22102,2018,2,중순,1.5,3.5,,6,6.8,7.2,1023,69,2,2.7
1740,22102,2018,2,21,1.3,2.9,6,5.6,6.4,8.2,1024.9,56,1.6,3.1
1741,22102,2018,2,22,0.5,1.2,1,4.7,5.8,4,1024,64,2.6,3.4
1742,22102,2018,2,23,0.9,2,6,5.6,6.4,4.2,1023.5,90,4.7,3.5
1743,22102,2018,2,24,0.9,2.9,18,5.7,8,4.1,1027.5,85,3.6,3.5
1744,22102,2018,2,25,1.1,2.6,1,5.1,7.1,6.6,1025.4,73,2.8,3.4
1745,22102,2018,2,26,0.5,1.4,1,4,4.9,3.8,1025.3,78,2.7,3.3
1746,22102,2018,2,27,0.2>,0.4>,03>,5.5,8,2,1023.1,80,5.3,3.3
1747,22102,2018,2,28,0.9,4,24,5.3,9.1,7.4,1005.9,87,5.9,3.5
1748,22102,2018,2,하순,0.8,2.2,,5.2,7,5,1022.5,77,3.7,3.4
1749,22102,2018,2,월,1.3,3.1,,5.7,7.1,6.5,1024.2,72,1.7,3.2
1750,22102,2018,3,1,2.4,5.8,15,7.3,9.1,8.8,1015.6,72,3.2,3.6
1751,22102,2018,3,2,1.3,3.8,1,6.9,9.1,4.2,1019,62,1.1,3.9
1752,22102,2018,3,3,0.3,0.7,1,5,8,2.7,1014,79,5.6,4.4
1753,22102,2018,3,4,0.4,1.2,20,5.9,8,5.1,1011.3,95,8.1,4.5
1754,22102,2018,3,5,2.2,5.5,14,7.7,9.1,7.9,1014.5,90,5.1,4.8
1755,22102,2018,3,6,1.5,3.9,4,6.7,9.1,6.8,1028.7,81,4.4,5
1756,22102,2018,3,7,0.7,1.5,7,5.3,6.4,4.7,1026,81,5,5.2
1757,22102,2018,3,8,1.9,4.7,20,5.7,7.1,10.5,1020.6,84,3.6,5.2
1758,22102,2018,3,9,1.8,4.5,3,7.8,9.1,5.6,1024.8,72,3.5,5.1
1759,22102,2018,3,10,0.6,1.7,1,5.1,7.1,1.4,1025.5,79,4.2,5.3
1760,22102,2018,3,상순,1.3,3.3,,6.3,8.2,5.8,1020,80,4.4,4.7
1761,22102,2018,3,11,0.3,0.7,1,4,4.9,1.3,1026.3,89,5.1,5.5
1762,22102,2018,3,12,x,0.5,18,4.2,9.1,2.9,1022.9,87,6.3,5.6
1763,22102,2018,3,13,0.6>,1.5>,09>,4.8>,5.3>,6.1>,1019.6,89,8.4,5.3
1764,22102,2018,3,14,0.5>,1.1>,01>,4.6>,5.3>,5.1>,1019.4),86),9.3),5.4)
1765,22102,2018,3,15,0.6,2.2,24,4.8,6.4,5.1,1014.9,95,7.4,5.6
1766,22102,2018,3,16,2.3,5.5,4,8.2,9.1,5.9,1023.2,86,5.1,5.5
1767,22102,2018,3,17,0.7,2.3,4,5.5,7.1,2.3,1027.5,87,5.2,5.7
1768,22102,2018,3,18,0.3,0.7,17,4.6,9.1,3.9,1019.5,93,6.6,5.8
1769,22102,2018,3,19,1,2.7,16,5,6.4,4.5,1012.3,97,5.8,5.9
1770,22102,2018,3,20,0.7,2,7,5,6.4,3.2,1018.5,90,5.7,6
1771,22102,2018,3,중순,0.8,1.9,,5.1,6.9,4,1020.4,90,6.5,5.6
1772,22102,2018,3,21,1,2.5,18,5.5,6.4,7.2,1015.9,86,2.7,6
1773,22102,2018,3,22,0.9,2.5,7,4.8,6.4,5.2,1016.7,77,4.4,6.4
1774,22102,2018,3,23,0.3,0.7,1,3.3,4.9,1.6,1020.7,78,5.9,7
1775,22102,2018,3,24,x,0.4,1,3.7,6.4,1.7,1023.7,91,6.8,7.2
1776,22102,2018,3,25,0.2,0.5,4,3.9,9.1,2.4,1025.7,97,4.7,7
1777,22102,2018,3,26,0.1>,0.4>,17>,4.1,7.1,1.6,1022.8,96,5.8,7.4
1778,22102,2018,3,27,0.2,0.6,19,3.1,6.4,3.7,1019.4,97,6.9,7.3
1779,22102,2018,3,28,0.3,0.8,5,3.2,4.3,4.5,1018,97,7.4,7.2
1780,22102,2018,3,29,0.3,0.8,13,3.8,5.3,2.7,1020.2,98,8.1,7.4
1781,22102,2018,3,30,0.3,0.9,18,3.3,5.3,0.8,1023.5,96,7,7.7
1782,22102,2018,3,31,0.3>,0.7>,02>,4.1,8,0.8,1020.8,84,8.6,7.6
1783,22102,2018,3,하순,0.4,1,,3.9,6.3,2.9,1020.7,91,6.2,7.1
1784,22102,2018,3,월,0.8,2,,5.1,7.1,4.2,1020.4,87,5.7,5.9
1785,22102,2018,4,1,0.3,0.7,9,8,10.7,4.3,1016.9,92,9.7,7.7
1786,22102,2018,4,2,0.3>,0.6,12,7.5,9.1,3.4,1016.1,94,10,8
1787,22102,2018,4,3,0.3,0.7,24,5.9,9.1,0.2,1017.2,94,10.8,8.5
1788,22102,2018,4,4,1,3.3,18,5.6,9.1,3.8,1017.4,94,8.4,8.2
1789,22102,2018,4,5,1.0>,2.2>,07>,5.2>,6.4>,5.1,1013.5,92,9.8,8.3
1790,22102,2018,4,6,2.1,6.7,24,6.1,8,9.4,1015.4,77,6.6,8.6
1791,22102,2018,4,7,3.1,6.8,2,8,9.1,10.3,1019.3,55,5.5,8.8
1792,22102,2018,4,8,1.6,3.6,19,6.4,8,1.6,1016.8,74,8.4,9.1
1793,22102,2018,4,9,1.2,3.8,2,6,8,,1018,86,8,9.4
1794,22102,2018,4,10,1.3,3.4,22,5.4,7.1,,1012.8,83,12.1,9.1
1795,22102,2018,4,상순,1.2,3.2,,6.4,8.5,4.8,1016.3,84,8.9,8.6
1796,22102,2018,4,11,1.1,3.5,2,5.5,7.1,,1013.4,88,9,9.2
1797,22102,2018,4,12,0.4>,1.1>,04>,4.7>,6.4>,x,1019.3,85,8.8,9.4
1798,22102,2018,4,13,0.4>,1.0>,07>,4.5,6.4,3.2,1020.5,64,10.7,9.4
1799,22102,2018,4,14,1.2,3.1,19,5.7,7.1,6.5,1008.9,89,8.6,9.2
1800,22102,2018,4,15,1.1,2.3,2,5.2,5.8,5.6,1016,81,7.8,9.4
1801,22102,2018,4,16,0.9,2.5,5,5.4,6.4,3.1,1020.7,81,8,9.5
1802,22102,2018,4,17,0.3,0.8,6,3.3,9.1,0.7,1020.8,84,9,9.5
1803,22102,2018,4,18,0.1,0.5,6,3.7,9.1,0.2,1018.9,82,8.8,9.3
1804,22102,2018,4,19,0.1>,0.4,4,4.5,10.7,1.2,1019,88,9.3,9.7
1805,22102,2018,4,20,0.2>,0.5>,23>,3,9.1,0.8,1020.3,84,11,10.7
1806,22102,2018,4,중순,0.6,1.6,,4.6,7.7,2.7,1017.8,83,9.1,9.5
1807,22102,2018,4,21,0.3>,0.8,13,4.6,8,2.7,1018.3,86,11.5,9.7
1808,22102,2018,4,22,0.4,1.3,23,3.9,5.3,2.9,1014.8,93,15.2,9.8
1809,22102,2018,4,23,0.8,2.1,14,4.4,5.8,2,1010.2,91,13.8,9.4
1810,22102,2018,4,24,0.9,2.2,16,5.6,7.1,0.9,1009.1,93,10,9.7
1811,22102,2018,4,25,0.7,1.7,3,4.4,5.8,,1013.8,83,10.1,10.3
1812,22102,2018,4,26,0.2,0.7,2,3.3,9.1,,1015.4,91,10.6,10.7
1813,22102,2018,4,27,0.2>,0.6>,20>,3.8,8,,1016,91,10.9,10.9
1814,22102,2018,4,28,0.3>,0.8>,19>,3.8,12.8,x,1017.7,95,9.5,11.2
1815,22102,2018,4,29,0.2,0.6,22,3.9,8,,1014.5,92,10.8,11.6
1816,22102,2018,4,30,0.3,0.8,24,3.9,6.4,,1014.3,90,13.5,12
1817,22102,2018,4,하순,0.4,1.2,,4.2,7.6,,1014.4,91,11.6,10.5
1818,22102,2018,4,월,0.7,2,,5,7.9,,1016.2,86,9.9,9.5
1819,22102,2018,5,1,0.3,0.8,2,4.7,5.8,,1013.1,94,14.6,12.3
1820,22102,2018,5,2,0.8,4,22,4.5,8,,1008.5,91,12.5,12.8
1821,22102,2018,5,3,1.6>,3.2>,05>,6.6,8,x,1013.6,75,11.3,12.7
1822,22102,2018,5,4,1.1,2.5,9,5.5,7.1,,1016.7,71,12.6,13.1
1823,22102,2018,5,5,0.9,1.6,9,4.8,5.8,,1015.9,83,14.4,13.2
1824,22102,2018,5,6,1.3,3.5,10,5.9,7.1,,1006,95,13.4,13.5
1825,22102,2018,5,7,0.8,1.8,1,6.8,8,,1006.1,94,13.2,13.6
1826,22102,2018,5,8,0.6>,1.3>,13>,5.7>,7.1>,,1012.4,91,13.1,14.2
1827,22102,2018,5,9,0.5>,1.1>,01>,4.1>,7.1>,x,1021.4,92,11.9,14.1
1828,22102,2018,5,10,0.3>,0.8>,01>,5.0>,7.1>,1.5>,1023.7,81,13,14.7
1829,22102,2018,5,상순,0.8,2.1,,5.4,7.1,,1013.7,87,13,13.4
1830,22102,2018,5,11,0.2>,0.6>,18>,4.9>,8.0>,2.9>,1018.5,82,13.7,15.5
1831,22102,2018,5,12,0.9,2,14,4.7,5.8,7.5,1010.2,92,14.6,14.5
1832,22102,2018,5,13,0.5,1.7,1,4.6,6.4,3.4,1010.1,95,11.1,14
1833,22102,2018,5,14,0.2>,0.5,1,4.1,5.8,2.3,1011.9,89,13.1,14.7
1834,22102,2018,5,15,0.3>,0.8>,15>,3.9,6.4,5.9,1009.7,82,16.8,14.6
1835,22102,2018,5,16,0.9,1.7>,12>,5.4,6.4,8.6,1006.1,97,17,14.1
1836,22102,2018,5,17,1,2.0>,15>,6.4,8,8.1,1004.5,97,16.2,14.4
1837,22102,2018,5,18,0.7,1.6,6,6.5,8,3.5,1006.5,96,13.6,14.7
1838,22102,2018,5,19,0.6,1.2,9,5.1,7.1,2.9,1014.2,95,13.1,14.9
1839,22102,2018,5,20,0.5,1,13,5.2,8,4.4,1016.4,73,14.6,14.8
1840,22102,2018,5,중순,0.6,1.3,,5.1,7,5,1010.8,90,14.4,14.6
1841,22102,2018,5,21,0.4>,0.9>,03>,5.6>,8.0>,3.4>,1017.2],80],14.9],15.2]
1842,22102,2018,5,22,0.4,1.1,16,5.8,8,3.4,1011.7,88,15.5,15.6
1843,22102,2018,5,23,1.2>,3.3>,11>,5.6>,7.1>,7.1>,1009.6],87],13.6],15.5]
1844,22102,2018,5,24,0.4,1.4,1,4.4,6.4,2.4,1011.3,83,14.8,16.1
1845,22102,2018,5,25,0.3,0.7,4,4.2,6.4,1.5,1008.8,75,16.5,16.4
1846,22102,2018,5,26,0.2,0.6,17,4.6,6.4,2.2,1009.5,84,16.3,16.2
1847,22102,2018,5,27,0.3,0.8,14,6.1,7.1,1.3,1010.9,90,16,16.1
1848,22102,2018,5,28,0.3,0.7,13,6.4,8,2.2,1010.5,89,16.6,16.6
1849,22102,2018,5,29,0.2>,0.5,1,5.9,7.1,1.4,1011.6,93,16.6,16.8
1850,22102,2018,5,30,,0.5,13,5.4,6.4,2.3,1011.5,95,15.8,16.5
1851,22102,2018,5,31,0.3,0.9,18,3.7,5.3,2.5,1012.9,91,15.8,16.1
1852,22102,2018,5,하순,0.4,1,,5.2,6.9,2.7,1011.4,87,15.7,16.1
1853,22102,2018,5,월,0.6,1.5,,5.2,7,,1012,88,14.4,14.8
1854,22103,2016,11,1,1.2,3.1,6,4.2,4.9,9.6,1027.2,58,11.9,19.6
1855,22103,2016,11,2,1,2.4,5,4,4.9,8.6,1026.1,57,12.4,19.2
1856,22103,2016,11,3,0.5,1.4,1,4.8,7.1,5.2,1022.7,60,15.4,18.8
1857,22103,2016,11,4,0.4,0.8,1,5.4,8,3.9,1018,65,16.2,19
1858,22103,2016,11,5,0.5,1,7,4.9,9.1,5,1014.8,72,19,18.8
1859,22103,2016,11,6,1.4,4.8,18,6.4,9.1,9.2,1021.3,77,18.6,19.4
1860,22103,2016,11,7,1.4,3.4,2,6.2,9.1,7.1,1022.4,65,18.5,19.9
1861,22103,2016,11,8,1.1,3,23,4.4,7.1,8.9,1020.9,68,14.5,18.6
1862,22103,2016,11,9,1.1,2.8,3,5.2,10.7,7.8,1025.4,57,12.3,18.1
1863,22103,2016,11,10,1.4,3.4,15,5.6,7.1,7.9,1018.7,68,16.1,17.6
1864,22103,2016,11,상순,1,2.6,,5.1,7.7,7.3,1021.8,65,15.5,18.9
1865,22103,2016,11,11,1,2.1,11,5.4,8,7.1,1019.7,59,16,17.4
1866,22103,2016,11,12,0.5,1.2,1,5.6,9.1,3.3,1022.6,69,17.6,17.3
