,loc,year,month,day,유의파고 평균,최대파고 최고,최대파고 시간,파주기 평균,파주기 최고,평균풍속,평균 현지기압,평균습도,평균기온,평균수온
5908,22183,2017,10,4,0.2,1.1,1,2.8>,7.1>,5.8,1021.5,71,18.5,21.6
5909,22183,2017,10,5,0.1,0.6,14,3.0>,9.1>,4.1,1021.5,72,18.6,21.4
5910,22183,2017,10,6,0.1,0.8,7,3.4>,9.1>,3.9,1017,91,17.5,21.2
5911,22183,2017,10,7,0.1,0.7,14,3.3,8,3.3,1019.2,82,19.8,21
5912,22183,2017,10,8,0.1,0.9,18,3.6>,9.1>,1.4,1021.9,86,20.7,21.1
5913,22183,2017,10,9,0.1,0.8,18,3.3>,7.1>,1,1021.2,88,20.8,21.1
5914,22183,2017,10,10,0.1,0.7,18,3.2>,8.0>,1,1018.8,90,20.8,21.1
5915,22183,2017,10,상순,0.2,0.9,,3.2,7.9,3.9,1018.2,82,19.8,21.4
5916,22183,2017,10,11,0.3,1.3,19,3,6.4,6.4,1018.2,84,18.1,20.8
5917,22183,2017,10,12,0.3,1.5,6,3.0>,5.8>,7.5,1019.3,70,15.2,20.4
5918,22183,2017,10,13,0.4,1.3,18,3.2>,10.7>,8,1021,61,15.4,20.2
5919,22183,2017,10,14,0.4,1.3,7,3.1,5.3,7.5,1023.1,51,17.2,19.9
5920,22183,2017,10,15,0.2,1,18,2.9>,6.4>,5,1024.7,68,16.2,19.7
5921,22183,2017,10,16,0.2,1.3,12,3.6>,9.1>,5.4,1024.1,71,17.5,19.5
5922,22183,2017,10,17,0.1,1,18,x,x,4.4,1022.8,71,16.9,19.4
5923,22183,2017,10,18,0.1,0.6,5,4.0>,10.7>,3.9,1020.9,66,18,19.2
5924,22183,2017,10,19,0.1,0.8,11,2.6>,7.1>,3,1017.8,70,17.1,19.2
5925,22183,2017,10,20,0.1>,0.7>,14>,3.5>,10.7>,3.9>,1017.5,77,17.2,19.1
5926,22183,2017,10,중순,0.2,1.1,,3.2,8,5.5,1020.9,69,16.9,19.7
5927,22183,2017,10,21,0.2,1,15,2.8>,4.6>,5.6,1015.4,75,17.5,19
5928,22183,2017,10,22,0.3,1.3,16,2.7>,6.4>,7.5,1009.4,68,17.5,18.8
5929,22183,2017,10,23,0.2,0.9,5,3.1>,5.3>,4.1,1016.5,63,15.5,18.7
5930,22183,2017,10,24,0.1,0.9,10,x,x,3.1,1023.3,72,15.5,18.6
5931,22183,2017,10,25,0.1,0.8,18,2.9>,8.0>,3.8,1024.6,74,15.3,18.5
5932,22183,2017,10,26,0.1,0.8,16,2.8>,4.9>,2.8,1020.8,70,15.5,18.5
5933,22183,2017,10,27,0.1,0.9,10,3.1>,6.4>,3,1018.7,71,16.4,18.4
5934,22183,2017,10,28,0.1,0.7,1,3.5,9.1,3.5,1018.1,76,16.9,18.4
5935,22183,2017,10,29,0.8,2.4,17,3,5.3,11.3,1018.3,69,15,18.3
5936,22183,2017,10,30,0.6,1.4,1,2.7,4.6,9.6,1025.4,60,11.8,17.9
5937,22183,2017,10,31,0.1,1.2,18,2.7>,5.8>,4.2,1025.4,63,12.8,17.7
5938,22183,2017,10,하순,0.2,1.1,,2.9,6,5.3,1019.6,69,15.4,18.4
5939,22183,2017,10,월,0.2,1,,3.1,7.3,4.9,1019.6,73,17.3,19.8
5940,22183,2017,11,1,0.1,1.2,21,2.7>,5.3>,1.4,1021.9,74,13.9,17.7
5941,22183,2017,11,2,0.1>,0.9>,18>,3.5>,10.7>,1.5>,1018.7,78,14.9,17.5
5942,22183,2017,11,3,0.3,1.6,24,3.9>,16.0>,5.3,1021.2,75,13.7,17.4
5943,22183,2017,11,4,0.4,1.5,2,3.2>,9.1>,8.3,1028.4,59,10.9,16.9
5944,22183,2017,11,5,0.2,1,3,3.2>,8.0>,4.2,1028.5,63,11.2,16.7
5945,22183,2017,11,6,0.1,0.7,10,3.4>,10.7>,1.7,1024.7,68,12.4,16.6
5946,22183,2017,11,7,0.1,0.8,18,3.4>,5.3>,2.1,1020.5,80,16,16.5
5947,22183,2017,11,8,0.3,1.4,15,2.7>,9.1>,6.9,1020.8,77,14.8,16.5
5948,22183,2017,11,9,0.2,0.9,6,3.1>,10.7>,4.6,1023.3,60,12.6,16.3
5949,22183,2017,11,10,0.2,1.4,23,3.2>,8.0>,6.3,1017.5,74,15.1,16.2
5950,22183,2017,11,상순,0.2,1.1,,3.2,9.3,4.2,1022.6,71,13.6,16.8
5951,22183,2017,11,11,0.6>,1.9>,05>,3.1>,8.0>,9.1,1021.2,60,10.5,15.9
5952,22183,2017,11,12,0.1,1,10,3.2,7.1,4.1,1021,64,9.8,15.7
5953,22183,2017,11,13,0.1,0.7,10,3.1>,7.1>,1.8,1018.1,72,11.8,15.6
5954,22183,2017,11,14,0.2,1.1,18,3.4,10.7,5.2,1019.5,60,12.6,15.5
5955,22183,2017,11,15,0.2,1,1,x,x,5.9,1022.2,51,10.2,15.3
5956,22183,2017,11,16,0.1,1.1,18,3.3>,6.4>,3.4,1024,62,8.4,15.1
5957,22183,2017,11,17,0.1,0.8,10,3.1>,7.1>,2.9,1018.7,59,10.3,14.9
5958,22183,2017,11,18,0.9,2.4,11,2.6,3.8,12.9,1022.1,65,6.1,14.5
5959,22183,2017,11,19,0.2,1.6,1,2.8>,5.3>,4.9,1026.8,62,5.1,14
5960,22183,2017,11,20,0.1,0.7,10,2.9>,5.3>,2.9,1026.4,61,7.9,13.9
5961,22183,2017,11,중순,0.3,1.2,,3.1,6.8,5.3,1022,62,9.3,15
5962,22183,2017,11,21,0.1,1.2,18,2.9>,4.9>,2.6,1026,63,8.3,13.8
5963,22183,2017,11,22,0.2,1.1,18,3.4>,8.0>,5.5,1019.5,65,10.2,13.7
5964,22183,2017,11,23,0.5>,1.6>,14>,2.8>,5.8>,8.2>,1022,57,8,13.3
5965,22183,2017,11,24,0.4>,1.1>,03>,x,x,7.8>,1025.5,54,8.2,12.8
5966,22183,2017,11,25,0.1>,0.9>,11>,3.6>,9.1>,5.7>,1025.6,68,9.3,12.7
5967,22183,2017,11,26,0.2,1.1,15,3.1>,9.1>,6.3,1023.7,68,11.4,12.6
5968,22183,2017,11,27,0.1>,0.7>,10>,x,x,4.3>,1025.8,61,6.6,12.5
5969,22183,2017,11,28,0.1>,0.6>,15>,3.2>,5.8>,1.4>,1022.2),79),10.1),12.4)
5970,22183,2017,11,29,0.5>,1.5>,10>,2.5>,3.6>,7.9>,1024.1),71),9.3),12.3)
5971,22183,2017,11,30,0.7,1.6,18,2.5,3.4,10.5,1027.1,64,4.8,12.1
5972,22183,2017,11,하순,0.3,1.1,,3,6.2,6,1024.2,65,8.6,12.8
5973,22183,2017,11,월,0.3,1.2,,3.1,7.5,5.2,1022.9,66,10.5,14.9
5974,22183,2017,12,1,0.2,1,1,2.8>,5.3>,5.6,1030.3,55,3.2,11.6
5975,22183,2017,12,2,0.1,0.8,21,3.3>,9.1>,2.4,1028.2,61,5.7,11.5
5976,22183,2017,12,3,0.1,0.9,18,4.0>,12.8>,2.6,1023.8,71,8.7,11.4
5977,22183,2017,12,4,0.4,1.5,11,2.9>,7.1>,7.6,1022.7,72,5.9,11.4
5978,22183,2017,12,5,0.2,1.2,6,3.7>,12.8>,4.8,1022.8,78,1.3,11.2
5979,22183,2017,12,6,0.1,0.9,18,3.4>,10.7>,3,1023.3,62,6.4,11.1
5980,22183,2017,12,7,0.1,1,23,x,x,5.4,1021.8,60,8,11
5981,22183,2017,12,8,0.6,1.6,3,2.9>,5.8>,9.1,1024.1,69,3.4,10.8
5982,22183,2017,12,9,0.1,1.3,1,3.1>,6.4>,3.3,1020.4,61,6.8,10.6
5983,22183,2017,12,10,0.2,1.5,21,2.7>,8.0>,5.9,1015.9,68,8.5,10.5
5984,22183,2017,12,상순,0.2,1.2,,3.2,8.7,5,1023.3,66,5.8,11.1
5985,22183,2017,12,11,0.6,1.7,16,2.6,3.6,9.9,1023.6,67,3,10
5986,22183,2017,12,12,0.3,1.6,3,3.3>,9.1>,5.8,1029.1,79,-1.5,9.8
5987,22183,2017,12,13,0.3,1.4,18,3.3>,9.1>,6.8,1031,68,0,9.6
5988,22183,2017,12,14,0.2,1,18,3.2>,6.4>,4.8,1030.3,57,0.7,9.4
5989,22183,2017,12,15,0.1,1,18,3.4>,8.0>,3.9,1026.7,53,3.3,9.3
5990,22183,2017,12,16,0.4,1.4,10,3.3>,5.8>,9,1026.9,75,2.6,9
5991,22183,2017,12,17,0.2,1.5,1,3.2>,5.8>,4.2,1030.5,77,-0.3,8.7
5992,22183,2017,12,18,0.1,0.8,22,3.2>,10.7>,3.5,1028.8,67,4.6,8.8
5993,22183,2017,12,19,0.4,1.3,13,2.9>,5.8>,8,1031.1,64,3.6,8.6
5994,22183,2017,12,20,0.1,1.1,22,3.2,8,4,1031.5,66,3.4,8.4
5995,22183,2017,12,중순,0.3,1.3,,3.2,7.2,6,1029,67,1.9,9.2
5996,22183,2017,12,21,0.1,0.9,18,3.6>,10.7>,2.2,1031.2,73,3.5,8.4
5997,22183,2017,12,22,0.1,1,22,3.2>,10.7>,2.2,1027,71,6,8.5
5998,22183,2017,12,23,0.1,0.7,10,3.5>,7.1>,1.4,1023.2,82,7.7,8.6
5999,22183,2017,12,24,0.3>,1.5>,18>,3.1>,9.1>,7.7>,1014.1],73],8.5],8.6]
6000,22183,2017,12,25,0.5,1.7,1,2.8,5.8,8.7,1023.6,59,4,8.5
6001,22183,2017,12,26,0.4,1.4,18,x,x,8.4,1026.1,59,4.4,8.2
6002,22183,2017,12,27,0.4,1.4,6,2.6>,3.6>,7.7,1029.7,62,1,7.8
6003,22183,2017,12,28,0.1,0.9,18,2.9>,5.3>,4.4,1029.2,55,1.9,7.8
6004,22183,2017,12,29,0.1,0.9,18,3.1>,5.8>,2.3,1027.5,81,5.6,7.7
6005,22183,2017,12,30,0.1,1,21,3.1>,5.8>,1.9,1024.5,73,6.6,7.8
6006,22183,2017,12,31,0.2,1,2,3.5>,9.1>,6.1,1024.2,70,4.9,7.9
6007,22183,2017,12,하순,0.2,1.1,,3.1,7.3,4.8,1025.5,69,4.9,8.2
6008,22183,2017,12,월,0.2,1.2,,3.2,7.7,5.2,1025.9,67,4.2,9.4
6009,22183,2018,1,1,0.1,0.8,1,x,x,3.7,1027.7,57,4.2,7.8
6010,22183,2018,1,2,0.1,0.9,22,2.7>,5.3>,3.7,1028.7,66,4.4,7.9
6011,22183,2018,1,3,0.4,1.5,4,2.9>,7.1>,8.5,1030.3,66,2.2,7.9
6012,22183,2018,1,4,0.3,1.1,2,4.0>,10.7>,6.4,1026.4,71,0.7,7.7
6013,22183,2018,1,5,0.1,0.9,18,x,x,5.3,1021.3,68,2.6,7.7
6014,22183,2018,1,6,0.3,1.4,5,3.4>,9.1>,7,1023.4,63,3.7,7.7
6015,22183,2018,1,7,0.1,0.7,4,2.8>,5.8>,3.8,1019.9,69,3.8,7.7
6016,22183,2018,1,8,0.3,1.1,22,3.7>,9.1>,6.6,1012.3,80,4.2,7.7
6017,22183,2018,1,9,0.5,1.4,1,3.2>,10.7>,8.6,1016.4,64,2.4,7.3
6018,22183,2018,1,10,0.6,1.7,10,2.8>,6.4>,10.1,1019.5,79,0.1,6.8
6019,22183,2018,1,상순,0.3,1.2,,3.2,8,6.4,1022.6,68,2.8,7.6
6020,22183,2018,1,11,0.5,1.4,7,2.7,3.4,9.2,1026.8,78,-2.1,6.3
6021,22183,2018,1,12,0.1,1.2,2,2.8>,7.1>,4.4,1031.4,80,-3.9,6
6022,22183,2018,1,13,0.1,0.7,7,3.5>,10.7>,2.1,1032.2,71,1.6,6.2
6023,22183,2018,1,14,0.1,0.8,4,3.6>,12.8>,3.8,1028.5,71,4.6,6.1
6024,22183,2018,1,15,0.1,1.2,22,3.2>,8.0>,1.2,1024.2,87,5.7,6.3
6025,22183,2018,1,16,0.1,1.1,22,3.0>,10.7>,2.7,1016.5,89,5.7,6.3
6026,22183,2018,1,17,0.1>,0.7>,10>,3.7>,10.7>,3.1>,1018,88,5.5,6.5
6027,22183,2018,1,18,0.1,1,22,3.4>,8.0>,3.7,1023.2,80,5.3,6.6
6028,22183,2018,1,19,0.2,1.2,5,3.1>,7.1>,5.9,1023.9,59,3.2,6.7
6029,22183,2018,1,20,0.1,1.1,22,2.8>,4.6>,3.4,1023.1,68,4.2,6.6
6030,22183,2018,1,중순,0.2,1,,3.2,8.3,4,1024.8,77,3,6.4
6031,22183,2018,1,21,0.1,0.8,3,x,x,3.3,1022.1,72,4.2,6.7
6032,22183,2018,1,22,0.2,1.1,22,3.3>,5.8>,5.3,1016.6,69,5.6,6.8
6033,22183,2018,1,23,0.5,1.8,6,3.4,8,8.5,1023.2,76,-2.3,6.6
6034,22183,2018,1,24,0.3,1.4,18,2.7>,7.1>,6.8,1027.6,75,-6.3,6.3
6035,22183,2018,1,25,0.5,1.7,15,2.8>,5.8>,9.7,1028.9,81,-5.1,6
6036,22183,2018,1,26,0.8,1.9,10,2.6,4,11.1,1028.8,76,-4.2,5.6
6037,22183,2018,1,27,0.2,1.3,4,3.3>,9.1>,6.5,1027.5,67,-4.4,5.4
6038,22183,2018,1,28,0.2,1,5,3.6>,10.7>,5.9,1022.5,64,-0.9,5.1
6039,22183,2018,1,29,0.3,1,1,3.3>,10.7>,6.2,1023.7,82,-2.1,4.9
6040,22183,2018,1,30,0.1,0.8,22,3.2>,9.1>,2.5,1026.9,67,-1.7,4.9
6041,22183,2018,1,31,0.1,0.9,5,3.1>,9.1>,2,1027.3,70,1.7,5.1
6042,22183,2018,1,하순,0.3,1.2,,3.1,7.9,6.2,1025,73,-1.4,5.8
6043,22183,2018,1,월,0.2,1.1,,3.2,8.1,5.5,1024.2,73,1.4,6.6
6044,22183,2018,2,1,0.2,0.9,5,3.2>,8.0>,5.4,1028,59,1.1,5.2
6045,22183,2018,2,2,0.2,1.1,22,3.2>,6.4>,5.4,1028.6,56,0.5,5.2
6046,22183,2018,2,3,0.5>,1.6>,13>,2.8>,5.3>,9.9>,1029,81,-1.5,5.1
6047,22183,2018,2,4,0.5>,1.7>,03>,3.3>,10.7>,9.9>,1028.8,79,-2.8,4.8
6048,22183,2018,2,5,0.2,0.9,4,3.6>,10.7>,6,1026.9,82,-3.5,4.7
6049,22183,2018,2,6,0.3,0.9,2,4.2>,16.0>,6.1,1025.9,82,-3.9,4.6
6050,22183,2018,2,7,0.2,1,5,2.8,7.1,3.6,1026,69,-3.1,4.3
6051,22183,2018,2,8,0.1,0.8,6,3.6>,9.1>,3.8,1023.2,59,0.3,4.5
6052,22183,2018,2,9,0.1,0.7,10,3.2>,6.4>,1.2,1022.3,71,3.7,4.7
6053,22183,2018,2,10,0.3,1.3,24,2.9>,5.3>,5.7,1022.6,73,2.5,4.4
6054,22183,2018,2,상순,0.3,1.1,,3.3,8.5,5.7,1026.1,71,-0.7,4.8
6055,22183,2018,2,11,0.4,1.3,4,3.6>,10.7>,8.3,1024.2,64,-0.1,3.8
6056,22183,2018,2,12,0.4,1.1,3,3.1,4.6,8.3,1024.3,58,0.1,3.3
6057,22183,2018,2,13,0.2,1,2,3.2,6.4,5.5,1024.2,58,2.7,3.3
6058,22183,2018,2,14,0.1,0.6,13,x,x,4.5,1018.9,77,5.5,3.5
6059,22183,2018,2,15,0.3,0.9,12,3.6>,9.1>,7.3,1021.2,65,1.3,3.8
6060,22183,2018,2,16,0.2,0.7,10,3.1>,10.7>,5.3,1019.1,59,1.4,4
6061,22183,2018,2,17,x,x,x,x,x,x,x,x,x,x
6062,22183,2018,2,18,0.1>,0.8>,02>,3.1>,9.1>,4.3>,1024.7,56,1.6,4
6063,22183,2018,2,19,0.1,0.7,17,2.8>,4.9>,4.2,1022.7,64,3.2,4.1
6064,22183,2018,2,20,0.2,0.8,18,3.4>,10.7>,5.1,1022.6,73,2.9,4.3
6065,22183,2018,2,중순,0.2,0.9,,3.2,8.3,5.9,1022.4,64,2.1,3.8
6066,22183,2018,2,21,0.3,1.3,6,x,x,7.6,1023.9,54,1.5,4.4
6067,22183,2018,2,22,0.1,0.8,18,3.7>,12.8>,2.9,1023.5,57,2.3,4.5
6068,22183,2018,2,23,0.1,0.7,17,2.8>,5.8>,3.8,1023.3,79,5.8,4.4
6069,22183,2018,2,24,0.1,0.7,9,2.5>,7.1>,2.7,1026.8,84,4.3,4.7
6070,22183,2018,2,25,0.2,0.8,18,x,x,5,1024.6,67,3.2,4.8
6071,22183,2018,2,26,0.1>,1.0>,22>,x,x,3.4>,1024.6,66,3.2,4.9
6072,22183,2018,2,27,0.1,0.7,18,3.3>,5.8>,0.7,1022.8,76,5.6,5
6073,22183,2018,2,28,0.3,1.6,13,2.8>,9.1>,8.4,1005.3,82,7.5,5.2
6074,22183,2018,2,하순,0.2,1,,,,4.3,1021.9,71,4.2,4.7
6075,22183,2018,2,월,0.2,1,,3.2,8.3,5.3,1023.6,69,1.7,4.4
6076,22183,2018,3,1,0.5,1.7,14,2.8,8,9.2,1014.7,71,3.3,5.3
6077,22183,2018,3,2,0.1,1.3,2,3.3>,8.0>,4.2,1018.2,60,1.4,5.4
6078,22183,2018,3,3,0.1,1.1,22,3.0>,8.0>,2.2,1013.8,73,7.3,5.6
6079,22183,2018,3,4,0.1,0.8,18,3.4>,8.0>,4.1,1011.1,90,10.3,6
6080,22183,2018,3,5,0.2,1,14,x,x,5.3,1013.6,88,6.2,6.3
6081,22183,2018,3,6,0.1,1,18,3.3>,9.1>,4.1,1028.1,79,5.3,6.4
6082,22183,2018,3,7,0.1,0.9,22,3.2>,6.4>,3.7,1025.2,75,6.4,6.6
6083,22183,2018,3,8,0.5,1.5,15,2.8,5.8,9.9,1019.5,81,3.8,6.4
6084,22183,2018,3,9,0.2,1,18,3.1>,8.0>,4.8,1024,70,3.6,6.4
6085,22183,2018,3,10,0.1,0.8,5,x,x,1.4,1024.9,77,4.3,7
6086,22183,2018,3,상순,0.2,1.1,,3.1,7.7,4.9,1019.3,76,5.2,6.1
6087,22183,2018,3,11,0.1,0.8,18,2.9>,6.4>,1.1,1025.8,83,5.3,6.8
6088,22183,2018,3,12,0.0>,0.5>,13>,3.3>,10.7>,1.7>,1022.6,84,6.3,6.8
6089,22183,2018,3,13,0.1>,0.8>,22>,3.0>,7.1>,3.3>,1019.6],71],10.8],6.9]
6090,22183,2018,3,14,0.1,0.8,18,2.9>,6.4>,2.5,1019.2,78,11.3,7.3
6091,22183,2018,3,15,0.1,0.8,21,3.1>,9.1>,3.6,1014.5,92,9.7,7.4
6092,22183,2018,3,16,0.2,1,2,3.4>,8.0>,4.3,1022.4,83,6.5,7.4
6093,22183,2018,3,17,0.1,0.7,21,x,x,2.4,1026.8,76,6.3,7.7
6094,22183,2018,3,18,0.1>,0.5>,17>,3.0>,9.1>,2.4>,1018.5],86],9.1],7.8]
6095,22183,2018,3,19,0.1,0.8,11,3.5),x,2.1,1011.4,91,8.9,8
6096,22183,2018,3,20,0.1,0.7,7,2.9>,9.1>,2.9,1017.9,75,7.2,8.2
6097,22183,2018,3,중순,0.1,0.7,,3.1,8.2,2.6,1019.9,82,8.1,7.4
6098,22183,2018,3,21,0.2,0.8,5,2.7>,9.1>,5.5,1015.1,85,2.6,8
6099,22183,2018,3,22,0.2,0.9,6,3.1,9.1,5.6,1015.8,72,5,8.1
6100,22183,2018,3,23,0.1,0.8,18,3.3>,8.0>,2.7,1020.1,71,6.2,8.3
6101,22183,2018,3,24,0.1,0.7,11,3.4>,9.1>,1.9,1023.2,81,7.9,8.5
6102,22183,2018,3,25,0,0.8,5,3.3,9.1,2.1,1025.2,94,6.6,8.6
6103,22183,2018,3,26,0.1,0.7,17,3.6>,7.1>,0.9,1022.3,89,7.8,9.1
6104,22183,2018,3,27,0.1,0.7,22,3.5>,5.8>,1.8,1019,82,9.6,9.3
6105,22183,2018,3,28,0.1,0.8,5,3.4,12.8,2.7,1017.7,84,11,9.3
6106,22183,2018,3,29,0.1,0.9,1,2.8,4.9,1.7,1019.7,90,11,9.6
6107,22183,2018,3,30,0.1,0.9,22,3.1>,7.1>,1.4,1022.8,87,9.7,9.9
6108,22183,2018,3,31,0.1,0.7,22,3.8,10.7,1.1,1020.3,74,11.4,10.2
6109,22183,2018,3,하순,0.1,0.8,,3.3,8.4,2.5,1020.1,83,8.1,9
6110,22183,2018,3,월,0.1,0.9,,3.2,8.1,3.3,1019.8,80,7.2,7.6
6111,22183,2018,4,1,0.1,0.6,13,3.6>,10.7>,1.7,1016.7,84,12.7,10.3
6112,22183,2018,4,2,0.1,0.9,22,3.4>,10.7>,1.8,1015.9,83,13.8,10.6
6113,22183,2018,4,3,0.1,0.9,22,3.1>,10.7>,1.7,1017,85,13.7,11
6114,22183,2018,4,4,0.1,0.7,18,3.4>,7.1>,3.5,1016.7,88,11.3,11.1
6115,22183,2018,4,5,0.1,1.1,11,x,x,5,1013.3,83,12.4,11.1
6116,22183,2018,4,6,0.6,1.6,23,2.7>,3.6>,10.1,1014.2,73,8.4,11.2
6117,22183,2018,4,7,0.6,1.7,6,3.1>,7.1>,9.7,1018.6,57,6.2,11
6118,22183,2018,4,8,0.3,1.2,18,2.7>,4.9>,6.7,1016.7,65,9.8,11
6119,22183,2018,4,9,0.1,0.8,21,3.5>,10.7>,2.8,1017.5,69,10.6,11.6
6120,22183,2018,4,10,0.2,1.4,22,2.9>,9.1>,7.9,1013.3,71,15,11.3
6121,22183,2018,4,상순,0.2,1.1,,3.2,8.3,5.1,1016,76,11.4,11
6122,22183,2018,4,11,0.1,1.2,11,2.8>,6.4>,3.7,1012.6,76,12.1,11.8
6123,22183,2018,4,12,0.1>,0.8>,03>,3.0>,5.8>,2.3>,1018.6,71,11.2,11.8
6124,22183,2018,4,13,0.1,0.8,16,3.0>,9.1>,4.3,1020.1,45,13.7,11.7
6125,22183,2018,4,14,0.4>,1.4>,22>,2.9>,7.1>,8.2>,1007.8),79),11.3),11.7)
6126,22183,2018,4,15,0.3>,1.2>,19>,3.2>,8.0>,7.8>,1014.5),72),9.3),11.8)
6127,22183,2018,4,16,0.1,1,1,3.9>,9.1>,3.8,1019.9,69,9.9,11.8
6128,22183,2018,4,17,0.1>,1.0>,22>,3.2>,8.0>,2.3>,1019.9,73,11.1,11.9
6129,22183,2018,4,18,0.1>,0.8>,23>,2.9>,6.4>,1.9>,1018.1],72],10.4],12.1]
6130,22183,2018,4,19,0.1>,0.9>,18>,3.8>,6.4>,1.7>,1018.4],73],11.1],12.6]
6131,22183,2018,4,20,0.1,1,5,3.0>,5.8>,1.2,1019.6,74,12.7,12.7
6132,22183,2018,4,중순,0.2,1,,3.2,7.2,3.7,1017,70,11.3,12
6133,22183,2018,4,21,0.1,0.9,2,3.0>,6.4>,2.6,1018,73,14.3,12.8
6134,22183,2018,4,22,0.1,1,24,3.5>,10.7>,5.1,1014.9,85,16.9,12.8
6135,22183,2018,4,23,0.3,1,6,4.2>,10.7>,8,1010.1,84,15,12.9
6136,22183,2018,4,24,0.1,0.9,18,2.8>,5.3>,3.7,1008.1,90,12.8,13.1
6137,22183,2018,4,25,0.1,0.9,18,3.3>,8.0>,2.1,1013,80,12.9,13.6
6138,22183,2018,4,26,0.1,1.2,21,2.9>,6.4>,1.3,1014.8,75,12.7,13.6
6139,22183,2018,4,27,0.1,0.8,21,2.8,4.9,1.9,1015.4,80,12.7,13.6
6140,22183,2018,4,28,0.1,0.7,5,3.1,6.4,1,1017,86,12.6,14
6141,22183,2018,4,29,0.1,0.8,4,3.2,8,2.8,1014.1,85,12.7,14
6142,22183,2018,4,30,0.1,0.8,21,x,x,2.7,1013.8,80,16.6,14.1
6143,22183,2018,4,하순,0.1,0.9,,3.2,7.4,3.1,1013.9,82,13.9,13.5
6144,22183,2018,4,월,0.2,1,,3.2,7.6,4,1015.6,76,12.2,12.2
6145,22183,2018,5,1,0.1,0.9,2,3.6>,9.1>,2.8,1012.7,84,17.5,14.2
6146,22183,2018,5,2,0.2,1.5,20,3.9,10.7,4.9,1007.6,88,14.1,14.3
6147,22183,2018,5,3,0.4,1.3,12,3.1,12.8,8.1,1012.8,64,13.1,14.3
6148,22183,2018,5,4,0.2,0.7,10,x,x,6.1,1016.2,55,14.4,14.4
6149,22183,2018,5,5,0.1,0.9,6,2.5,3.4,5.1,1016.1,70,16.4,14.6
6150,22183,2018,5,6,0.2,0.9,18,3.1>,9.1>,4.9,1006,90,15.1,14.5
6151,22183,2018,5,7,0.1,0.9,21,x,x,3.1,1005.3,89,15.5,14.8
6152,22183,2018,5,8,0.1,0.8,21,3.3>,7.1>,2.7,1011.7,83,15.3,15
6153,22183,2018,5,9,0.1,0.8,18,2.9>,5.8>,2.8,1020.8,84,13.6,15.2
6154,22183,2018,5,10,0.1>,0.8>,06>,2.7>,4.9>,2.0>,1022.9,79,14.1,15.6
6155,22183,2018,5,상순,0.2,1,,3.1,7.9,4.3,1013.2,79,14.9,14.7
6156,22183,2018,5,11,0.1,0.9,6,x,x,2.1,1018.1,75,15,15.8
6157,22183,2018,5,12,0.1,0.8,21,3.5>,10.7>,6.3,1010.2,83,17.1,15.4
6158,22183,2018,5,13,0.1,0.6,10,x,x,3.1,1009.2,88,13.8,15.6
6159,22183,2018,5,14,0.1,0.6,21,3.2>,12.8>,1.5,1011.4,79,16,15.9
6160,22183,2018,5,15,0.1,0.7>,22>,3.3>,5.8>,2.7,1009.7,77,19.3,16.1
6161,22183,2018,5,16,0.1,1.0>,22>,2.8>,6.4>,5.9,1006.4,91,19.6,16.1
6162,22183,2018,5,17,0.2,1.1>,22>,2.9>,5.8>,6.5,1004.5,91,19.1,16.2
6163,22183,2018,5,18,0.1,x,x,3.2,7.1,2.8,1005.8,94,16,16.4
6164,22183,2018,5,19,0.1,0.8>,02>,3.3>,8.0>,2.3,1013.5,84,15.9,16.4
6165,22183,2018,5,20,0.1,1.0>,18>,3.1>,8.0>,3.3,1015.7,59,16.8,16.3
6166,22183,2018,5,중순,0.1,0.8,,3.2,8.1,3.7,1010.5,82,16.9,16
6167,22183,2018,5,21,0.1>,0.8>,22>,3.6>,16.0>,2.3>,1016.5,71,16.6,16.7
6168,22183,2018,5,22,0.1,0.9,18,3.0>,7.1>,2.7,1011.3,78,17.5,16.7
6169,22183,2018,5,23,0.3,1.7,9,3.4>,10.7>,7.1,1008,78,16.1,16.8
6170,22183,2018,5,24,0.1,0.7,9,3.3,5.8,2,1010.7,67,16.5,17.1
6171,22183,2018,5,25,0.1,0.8,21,2.8>,4.6>,1.4,1008.2,69,17.4,17.4
6172,22183,2018,5,26,0.1,1,21,3.1>,5.8>,2.3,1008.6,72,18.1,17.6
6173,22183,2018,5,27,0.1,0.5,10,3.0>,9.1>,1,1010.3,79,17.8,17.5
6174,22183,2018,5,28,0.1,1.1,21,3.5>,9.1>,2.1,1009.8,83,18.3,17.5
6175,22183,2018,5,29,0.1,0.8,21,3.2>,10.7>,1.4,1010.9,86,18.5,17.9
6176,22183,2018,5,30,0.1,0.7,21,3.4,9.1,1.9,1010.7,89,17.8,17.7
6177,22183,2018,5,31,0.1,0.8,22,3.2>,7.1>,3.5,1012,80,17.3,17.8
6178,22183,2018,5,하순,0.1,0.9,,3.2,8.6,2.5,1010.6,78,17.4,17.3
6179,22183,2018,5,월,0.1,0.9,,3.2,8.2,3.4,1011.4,79,16.4,16.1
6180,22184,2016,11,1,1.9,3.9,7,5.8,8,10.1,1029.4,null,null,18.8
6181,22184,2016,11,2,0.9,2.6,2,4.3,6.4,6.2,1027.9,null,null,18.2
6182,22184,2016,11,3,0.8,1.7,11,5.3,7.1,4.7,1023.5,null,null,18.2
6183,22184,2016,11,4,0.6>,1.5>,23>,4.3>,5.8>,4.1,1018.2,x,x,17.9
